PlayButtonText 开始游戏
PlayButtonTooltip 开始游戏
SurvivorsButtonText 角色设置
SurvivorsButtonTooltip 角色设置
ConfigurationButtonText 游戏设置
ConfigurationButtonTooltip 游戏设置
WorkshopButtonText 创意工坊
WorkshopButtonTooltip 创意工坊
ExitButtonText 退出游戏
ExitButtonTooltip 退出游戏
BackButtonText 返回
BackButtonTooltip 返回
NewsTooltip 点击此处发表评论或查看其他公告。

Curated_Workshop_Title 被采纳的创意工坊物品: {0}
Highlighted_Workshop_Title 热门创意工坊物品: {0}
Featured_Workshop_Title 精选创意工坊物品: {0}
Featured_Workshop_Dismiss 关闭
ReadMore_Link_On [展开]
ReadMore_Link_Off [收起]
Featured_Workshop_Link 在创意工坊查看该物品
Featured_Workshop_Sub 订阅该物品
Featured_Workshop_Unsub 取消订阅该物品
Featured_Workshop_Stockpile_Link 在库存中查看 {0}
News_Author {0} - {1}
News_Comments_Link 查看评论

Banned 你被该服务器的 {0} 封禁，因为 {1} 。
Kicked 你被踢出游戏，因为 {0}。
Whitelisted 你不在该服务器的白名单里。
Password 你输入的密码有误。
Full 服务器及排队队列已满。
Hash_Level 这个服务器正在使用修改过的地图。
Hash_Assembly 这个服务器正在使用修改过的代码。
Version 你的版本不同于服务器的版本，当前客户端版本：{1} 服务器版本：{0}
Pro_Server 你需要购买黄金DLC来进入该服务器。
Pro_Character 请选择一个有效的角色。
Pro_Desync 您的客户端和服务器无法验证你是否有黄金DLC。
Pro_Appearance 请在角色页面中选择一个有效的脸，头发、胡须、肤色和头发颜色。
Auth_Verification 身份标签验证失败。[重启Steam]
Auth_No_Steam 你没有连接到Steam上！
Auth_License_Expired 您的身份验证标签过期了。[重启Steam]
Auth_VAC_Ban 你已被VAC反作弊系统封禁，无法连接受VAC保护的服务器。
Auth_Elsewhere 你正在另外一个服务器游戏。
Auth_Timed_Out Steam反作弊服务器没有响应。
Auth_Used 您的身份标签已经被使用了。
Auth_No_User 你没有连接到一个Steam帐户。
Auth_Pub_Ban 你被禁止玩多人游戏。
Auth_Econ_Serialize 你的经济标签未能序列化。
Auth_Econ_Deserialize 你的经济标签未能反序列化。
Auth_Econ_Verify 你的经济标签验证失败。
Auth_Empty Steam认证服务器没有响应。 
Already_Connected 你已经连接到该服务器。
Already_Pending 你已经进入了该服务器的队列。
Late_Pending 你在队列中的位置已经丢失了。
Not_Pending 你没有正在该服务器游玩。
Name_Player_Short 你的Steam用户名太短了。
Name_Player_Long 你的Steam用户名太长了。
Name_Player_Invalid 你的Steam用户名包含无效字符。
Name_Player_Number 你的Steam用户名不能全是数字。
Name_Character_Short 你的角色名字太短了。
Name_Character_Long 你的角色名字太长了。
Name_Character_Invalid 你的角色名包含无效字符。
Name_Character_Number 你的角色名不能全是数字。
Timed_Out 与服务器丢失连接。
Map 该服务器正在运行一张你没有的地图。
Shutdown 服务器已被关闭！
