Message_0_Page_0 <name_npc> 在被枪击中后看起来还不错。伤口看上去没有被感染，这既没有引起他的过度疼痛，也没有影响他的运动协调能力。
Message_1_Page_0 <name_npc> 处于痛苦之中。伤口可能会被感染，但子弹没有引起太多的不适。
Message_2_Page_0 <name_npc> 的胳膊看起来很糟糕。伤口很可能被感染了，希望他不会失去手臂。
Message_3_Page_0 <name_npc> 处于极度痛苦之中。伤口看上去没有被感染，但子弹对他的左肩造成了严重的伤害，而且可能会变得更严重。
Message_4_Page_0 <name_npc> 正处于痛苦之中。伤口可能被感染了，子弹正引起关节相关的问题。
Message_5_Page_0 <name_npc> 看起来很可怕。伤口很可能被感染了，而且肿胀得很厉害，子弹已经粉碎了该区域的大部分骨头。
Message_6_Page_0 <name_npc> 看起来...已经死了。
Message_7_Page_0 <name_npc> 已经被包扎好了，希望他能完全康复。

Response_0 坚持住，伙计。
Response_1 <i> * 叹气 * </i>...该死。
