Message_0_Page_0 你将被分配到供给仓库中，去看看供给仓库中<color=epic>供给管理员Milos</color>给你的工作吧。
Message_1_Page_0 虽然这和你成为的消防员有点不同，但你应该是我们民兵队伍中的好替补。去向兵营中的<color=epic>上校Nicole</color>报到吧，他有任务要给你。
Message_2_Page_0 与你的职业相当，我们应该把你送到民兵队伍中。去向兵营中的<color=epic>上校Nicole</color>报到吧，今天他有任务要给你。
Message_3_Page_0 嗯...<pause> 显然你对于战斗已经很熟练了，所以我们会把你安排到民兵的队伍中。去向兵营中的<color=epic>上校Nicole</color>报到吧，他有任务要给你。但请记住，我们会时刻关注你的动作。
Message_4_Page_0 又一个农民！欢迎！去看看在温室的<color=uncommon>农民Pan</color>给你安排的工作吧。
Message_5_Page_0 嗯，我喜欢我那新鲜的三文鱼。去看看在温室的<color=uncommon>农民Pan</color>给你安排的工作吧。然后！如果你想让一个老朋友高兴起来，就拿煮熟的三文鱼招呼我吧！
Message_6_Page_0 我们的社区总是有很多事情要忙。在车间的<color=rare>首席工程师Heitor</color>可能会让你大展身手的。
Message_7_Page_0 我们非常需要像你一样熟练的工匠！在车间的<color=rare>首席工程师Heitor</color>会让你大展身手的。
Message_8_Page_0 真是稀少！我希望你能比<color=epic>首席厨师Pekka</color>烹饪得更好。不要告诉他这是我说的，你可以在厨房找到他。
Message_9_Page_0 我必须要提醒你，你已经回到了社会，如果你要尝试那些有趣的事情，我们都会毫不犹豫地放逐您。考虑到这一点，在供给仓库的<color=epic>供给管理员Milos</color>会有你的用武之地。
Message_10_Page_0 真是凤毛麟角啊！我们一开始就没有有执照的医生！在药房的<color=rare>医生Saunders</color>绝对需要你的帮助！也许你甚至可以教他做一两件事。

Response_0 明白了！
